,unfiltered_trigger_idx,ifar,stat,snr,timeslide_value,H1_snr,H1_start_time,H1_trigger_time,H1_template_duration,H1_trigger_id,L1_snr,L1_start_time,L1_trigger_time,L1_template_duration,L1_trigger_id,mass_1,mass_2,mass_total,mass_chirp,mass_ratio,spin1z,spin2z,f_lower,template_id,trigger_idx,timeslide_val,H1_timeslid_time,L1_timeslid_time,H1_timeslid_time_end,L1_timeslid_time_end,avg_timeslid_time,H1_timslide_val,L1_timslide_val,gps_time,data_idx,lnZs,lnBF,lnBCR,lnZg_H1,lnZn_H1,lnBF_H1,lnZg_L1,lnZn_L1,lnBF_L1,walltime_H1L1,walltime_H1,walltime_L1,nsamples_H1L1,nsamples_H1,nsamples_L1,h1l1_result_file,h1_result_file,l1_result_file,trigger_time,far,saved_gps_start_time,alpha,beta,ln_stat,ln_far
0,59.0,79780.18344107282,12.700398,16.26417903530535,0.0,9.274325,1186741859.5371096,1186741861.5371096,0.4420025999999999,43461868.0,13.360779,1186741859.5292966,1186741861.5292966,0.4420025999999999,43929331.0,33.140553000000004,25.378035,58.518585,25.20181803319747,0.76576984,0.67640316,0.67640316,26.6,149381.0,0.0,0.0,1186741859.5371096,1186741859.5292964,1186741863.5371096,1186741863.5292964,1186741859.5332031,0.0039064884185791,-0.0039067268371582,1186741859.5332,0,-179050.81702410066,88.81986166734714,16.804070688405773,-89570.16046651315,-89586.69713100398,16.536664490835392,-89492.85611579561,-89552.93975476403,60.08363896841183,6.164463786944444,2.4638167813888887,2.6155903427777774,258,116,204,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_foreground/result/bcr_O2_chunk21_foreground_data0_1186741861-533203_analysis_H1L1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_foreground/result/bcr_O2_chunk21_foreground_data0_1186741861-533203_analysis_H1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_foreground/result/bcr_O2_chunk21_foreground_data0_1186741861-533203_analysis_L1_dynesty_studentT_result.json,1186741861.533203,1.2534440971029093e-05,1186741859.5332031,1.0,1.0,2.5416333315561794,-11.28703042479334
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186974182.716,17,-179149.9548963386,31.0511837505328,-3.675373080535792,-89578.84560085558,-89578.68874712613,-0.1568537294515408,-89572.19593180156,-89602.31733296304,30.121401161479294,2.128453819722222,1.1028276291666668,1.516688375,494,1164,206,/hdfs/user/avi.vajpeyi/out_O2_BCRs/catalogue_events/out_catalogue/result/catalogue_events_data17_1186974184-716_analysis_H1L1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/catalogue_events/out_catalogue/result/catalogue_events_data17_1186974184-716_analysis_H1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/catalogue_events/out_catalogue/result/catalogue_events_data17_1186974184-716_analysis_L1_dynesty_studentT_result.json,1186974184.716,,,1.0,1.0,,
