,unfiltered_trigger_idx,ifar,stat,snr,timeslide_value,H1_snr,H1_start_time,H1_trigger_time,H1_template_duration,H1_trigger_id,L1_snr,L1_start_time,L1_trigger_time,L1_template_duration,L1_trigger_id,mass_1,mass_2,mass_total,mass_chirp,mass_ratio,spin1z,spin2z,f_lower,template_id,trigger_idx,timeslide_val,H1_timeslid_time,L1_timeslid_time,H1_timeslid_time_end,L1_timeslid_time_end,avg_timeslid_time,H1_timslide_val,L1_timslide_val,gps_time,data_idx,lnZs,lnBF,lnBCR,lnZg_H1,lnZn_H1,lnBF_H1,lnZg_L1,lnZn_L1,lnBF_L1,walltime_H1L1,walltime_H1,walltime_L1,nsamples_H1L1,nsamples_H1,nsamples_L1,h1l1_result_file,h1_result_file,l1_result_file,trigger_time,far,saved_gps_start_time,alpha,beta,ln_stat,ln_far
0,438491.0,0.6326101245417345,8.662445,8.657204271519902,-16529.9,5.7970977,1186644884.9609375,1186644886.9609375,0.44420552,38365081.0,6.4296846,1186661414.8588867,1186661416.8588867,0.44420552,38781214.0,78.13331,13.935536,92.06885,26.87530510829421,0.1783558999999999,0.58468014,0.58468014,26.2,387466.0,1098.0,-16529.9,1186644884.9609375,1186661414.8588867,1186644888.9609375,1186661418.8588867,1186653149.909912,-8264.948974609375,8264.948974609375,1186653149.9099,1092.0,-179121.6411076486,10.275418845936656,-3.540818479261361,-89511.80241480333,-89512.77404328699,0.971628483661334,-89617.25130896427,-89619.14248320756,1.891174243282876,4.635671835,1.892930011111111,1.5276717208333332,286.0,39.0,16.0,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1092_1186653151-909912_analysis_H1L1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1092_1186653151-909912_analysis_H1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1092_1186653151-909912_analysis_L1_dynesty_studentT_result.json,1186653151.909912,1.5807524432594315,1186653149.909912,1.0,1.0,2.158997015289516,0.4579009635884333
1,465514.0,0.5962975853725301,8.655429,10.844403876144105,1306.3000000000004,6.1361995,1186659543.859375,1186659545.859375,0.15161325,60993220.0,8.941373,1186658237.5654294,1186658239.5654294,0.15161325,61662398.0,416.65305,5.13076,421.7838,29.713635134656123,0.0123142269999999,0.6853847,0.6853847,21.4,178450.0,1162.0,1306.3000000000004,1186659543.859375,1186658237.5654294,1186659547.859375,1186658241.5654294,1186658890.7124023,653.14697265625,-653.1469728946686,1186658890.7124,1155.0,-178920.18797813175,52.37245024568983,7.897876569826622,-89425.43065332105,-89441.61462692075,16.183973599705496,-89498.0509669082,-89530.94580145669,32.894834548496874,6.322558782222222,1.7382710377777777,3.646187715555556,14.0,519.0,125.0,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1155_1186658892-712402_analysis_H1L1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1155_1186658892-712402_analysis_H1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1155_1186658892-712402_analysis_L1_dynesty_studentT_result.json,1186658892.712402,1.6770150081611708,1186658890.7124023,1.0,1.0,2.1581867541242197,0.5170154322113844
2,436961.0,0.3845071498986466,8.603028,8.567406177078583,-17786.0,5.6760645,1186657709.055664,1186657711.055664,0.31395334,12411872.0,6.417378,1186675495.0605466,1186675497.0605466,0.31395334,12545899.0,79.36048000000001,27.05915,106.41963,39.24160138843349,0.34096506,0.99204767,0.99204767,28.5,150253.0,1095.0,-17786.0,1186657709.055664,1186675495.0605464,1186657713.055664,1186675499.0605464,1186666602.0581052,-8893.002441167831,8893.002441167831,1186666602.0581,1089.0,-178926.2953244672,1.9587330194481185,-11.856828988500638,-89468.65536178071,-89468.95385539753,0.2984936168213608,-89459.14603974215,-89459.30020208913,0.1541623469820479,5.082487088611111,0.8112938269444444,3.442910911111111,28.0,452.0,16.0,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1089_1186666604-058105_analysis_H1L1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1089_1186666604-058105_analysis_H1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1089_1186666604-058105_analysis_L1_dynesty_studentT_result.json,1186666604.058105,2.6007318726416218,1186666602.0581052,1.0,1.0,2.1521142343125153,0.9557928948942533
3,407829.0,0.2432749212542158,8.548059,8.621255677481061,-40074.2,5.640585400000001,1186648505.890625,1186648507.890625,0.25581485,59417518.0,6.519957499999999,1186688580.0859375,1186688582.0859375,0.25581485,60067725.0,128.2375,7.096725500000001,135.33423,22.34407109437156,0.055340484,0.004589602,0.004589602,23.9,373059.0,1005.0,-40074.2,1186648505.890625,1186688580.0859375,1186648509.890625,1186688584.0859375,1186668542.9882812,-20037.09765625,20037.09765625,1186668542.9883,1000.0,-178959.59215556373,13.311272586433915,-0.8674331249494571,-89547.68552573504,-89549.52021813235,1.8346923973149387,-89415.00009685165,-89423.38321001781,8.383113166157273,1.9539839819444444,1.2013543136111111,0.9112549630555556,318.0,113.0,253.0,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1000_1186668544-988281_analysis_H1L1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1000_1186668544-988281_analysis_H1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1000_1186668544-988281_analysis_L1_dynesty_studentT_result.json,1186668544.988281,4.110575783333732,1186668542.9882812,1.0,1.0,2.145704239632426,1.4135631119645455
4,411349.0,0.1807469787966273,8.51179,9.165779598709213,-37425.9,6.7029924,1186651154.175293,1186651156.175293,0.15307942,40564081.0,6.2515125,1186688580.0708008,1186688582.0708008,0.15307942,41001595.0,245.59554,3.5094422999999995,249.10498,19.142500422632352,0.01428952,0.3241074,0.3241074,22.5,330923.0,1015.0,-37425.9,1186651154.175293,1186688580.0708008,1186651158.175293,1186688584.0708008,1186669867.1230469,-18712.94775390625,18712.94775390625,1186669867.123,1010.0,-178978.67381316738,17.43701016716659,1.4224581450107507,-89563.5251578449,-89574.40530213683,10.88014429193572,-89413.34201807764,-89421.70552119773,8.363503120082896,2.1866289675,0.8595271691666667,0.7823012380555556,271.0,68.0,495.0,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1010_1186669869-123047_analysis_H1L1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1010_1186669869-123047_analysis_H1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1010_1186669869-123047_analysis_L1_dynesty_studentT_result.json,1186669869.123047,5.532595934149356,1186669867.1230469,1.0,1.0,2.1414522612423217,1.7106571329010634
5,410252.0,11392.946851496898,9.933674,23.48747525690712,-38132.2,5.7963004,1186651135.0874026,1186651137.0874026,0.15467055,61181334.0,22.761028,1186689267.2958984,1186689269.2958984,0.15467055,61852798.0,129.94253999999998,1.6557019,131.59824,9.457798822312547,0.0127418,-0.68616277,-0.68616277,22.1,177418.0,1012.0,-38132.2,1186651135.0874026,1186689267.2958984,1186651139.0874026,1186689271.2958984,1186670201.1916504,-19066.104247808456,19066.104248046875,1186670201.1917,1007.0,-179177.4633493273,201.00219033155008,-1.2627678280987311,-89558.50225363296,-89560.14594801163,1.6436943786684424,-89620.66022101145,-89818.31959164722,197.65937063576712,6.899046048333333,1.1046489252777778,1.6597512141666668,25.0,124.0,70.0,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1007_1186670203-19165_analysis_H1L1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1007_1186670203-19165_analysis_H1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1007_1186670203-19165_analysis_L1_dynesty_studentT_result.json,1186670203.19165,8.777360353161061e-05,1186670201.1916504,1.0,1.0,2.295930399557192,-9.340749745673357
6,412083.0,36.48244645950517,9.134961,21.60928111610243,-36772.5,5.533846,1186652494.803711,1186652496.803711,0.3395019999999999,74948991.0,20.888695,1186689267.2958984,1186689269.2958984,0.3395019999999999,75775206.0,108.49922,1.1388183,109.63804,7.0329313058581535,0.010496096,-0.9965974,-0.9965974,20.8,175796.0,1017.0,-36772.5,1186652494.803711,1186689267.2958984,1186652498.803711,1186689271.2958984,1186670881.0498047,-18386.24609375,18386.24609375,1186670881.0498,1012.0,-179167.2922145633,196.8294888197852,-5.441810202901252,-89544.56517124471,-89545.73104182587,1.1658705811569234,-89620.72475356761,-89818.39066155722,197.66590798960533,4.380487852222222,0.9429570158333334,3.0404294588888887,40.0,102.0,15.0,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1012_1186670883-049805_analysis_H1L1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1012_1186670883-049805_analysis_H1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1012_1186670883-049805_analysis_L1_dynesty_studentT_result.json,1186670883.049805,0.027410442474300106,1186670881.0498047,1.0,1.0,2.212108920526932,-3.596831225992187
7,523039.0,0.0001143262600123,7.133803,7.808524177708329,43000.0,5.5184927,1186694169.8461914,1186694171.8461914,0.26711538,18242532.0,5.5244265,1186651169.8564453,1186651171.8564453,0.26711538,18435307.0,65.40688,37.68036,103.08724,42.89454909621714,0.57609165,0.9979064,0.9979064,28.4,149383.0,1301.0,43000.0,1186694169.8461914,1186651169.8564453,1186694173.8461914,1186651173.8564453,1186672669.8513184,21499.994873046875,-21499.994873046875,1186672669.8513,1291.0,-179158.70456419906,2.574303288041847,-11.243124970642384,-89530.07350356682,-89530.3537860275,0.2802824606769718,-89627.93580536406,-89630.92508145957,2.989276095511741,3.72578899,1.5227729747222225,0.7868263283333333,11.0,120.0,10.0,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1291_1186672671-851318_analysis_H1L1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1291_1186672671-851318_analysis_H1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1291_1186672671-851318_analysis_L1_dynesty_studentT_result.json,1186672671.851318,8746.896818739748,1186672669.8513184,1.0,1.0,1.96484447231376,9.076454267161843
8,420886.0,0.211073749409073,8.530679,9.342083191251112,-29835.9,6.2506566,1186658744.1826172,1186658746.1826172,0.2997210999999999,50044883.0,6.9428964,1186688580.0776367,1186688582.0776367,0.2997210999999999,50587407.0,136.45012,2.5657315,139.01585,12.528475075341609,0.01880344,-0.26570526,-0.26570526,22.3,371957.0,1042.0,-29835.9,1186658744.1826172,1186688580.0776367,1186658748.1826172,1186688584.0776367,1186673662.130127,-14917.947509765623,14917.947509765623,1186673662.1301,1037.0,-179095.0567509416,57.0790241988725,-8.227974248729879,-89668.77626720764,-89729.07514614228,60.29887893464184,-89414.55080071892,-89423.06062899821,8.50982827928965,12.769545410277775,4.127501645555555,0.7706771847222222,66.0,127.0,251.0,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1037_1186673664-130127_analysis_H1L1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1037_1186673664-130127_analysis_H1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1037_1186673664-130127_analysis_L1_dynesty_studentT_result.json,1186673664.130127,4.737680563308433,1186673662.130127,1.0,1.0,2.1436689597423633,1.5555476833093487
9,545591.0,9.538516060771656e-05,7.0001364,8.210626132224721,61000.0,5.521075700000001,1186705642.7958984,1186705644.7958984,0.32776868,91540199.0,6.077179,1186644642.7998047,1186644644.7998047,0.32776868,92545634.0,60.27448,29.117472,89.39195,36.00083659076163,0.48308128,0.9264494,0.9264494,28.0,135334.0,1363.0,61000.0,1186705642.7958984,1186644642.7998047,1186705646.7958984,1186644646.7998047,1186675142.7978516,30499.998046875,-30499.998046875,1186675142.7979,1353.0,-179091.70410141684,1.6839581247186288,-12.132100071932657,-89557.31033440019,-89557.1130862204,-0.1972481797856744,-89534.37930422334,-89536.27497332115,1.8956690978084223,7.090755779722223,2.0370695572222224,2.397054700277778,13.0,348.0,42.0,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1353_1186675144-797852_analysis_H1L1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1353_1186675144-797852_analysis_H1_dynesty_studentT_result.json,/hdfs/user/avi.vajpeyi/out_O2_BCRs/chunk21/pe_outdir/out_background/result/bcr_O2_chunk21_background_data1353_1186675144-797852_analysis_L1_dynesty_studentT_result.json,1186675144.797852,10483.811041768075,1186675142.7978516,1.0,1.0,1.945929634579755,9.257587540794423
