Unnamed: 0,fap,ifar,stat,snr,timeslide_value,H1_snr,H1_start_time,H1_trigger_time,H1_template_duration,H1_trigger_id,L1_snr,L1_start_time,L1_trigger_time,L1_template_duration,L1_trigger_id,mass_1,mass_2,mass_total,mass_chirp,mass_ratio,spin1z,spin2z,f_lower,template_id,injection_mass_1,injection_mass_2,injection_geocent_time,injection_chi_1,injection_chi_2,injection_luminosity_distance,injection_theta_jn,injection_psi,injection_phase,injection_ra,injection_dec
38,1.6282851e-07,119518.48,11.63757,14.167277465827548,0.0,8.732823,1176979525.7973633,1176979527.7973633,0.4511255,2965523,11.155696,1176979525.790527,1176979527.790527,0.4511255,1754926,79.62886999999999,5.864817,85.49368,16.413764704603537,0.073651895,-0.50337213,-0.50337213,23.8,277111,8.717724800109862,69.91480255126953,1176979527.7884595,0.8441358208656311,0.6334936022758484,150.19090270996094,1.0657010078430176,2.1078119277954097,3.3020219802856445,0.2463138997554779,0.079816423356533
43,1.6282851e-07,119518.48,12.196418,15.261820123767215,0.0,9.612851,1176984126.1875,1176984128.1875,0.37494862,2568963,11.853955,1176984126.180664,1176984128.180664,0.37494862,1522310,33.573353000000004,24.626734,58.20009,24.97216477061973,0.7335202,-0.19026694,-0.19026694,26.3,138772,34.79066848754883,39.58795928955078,1176984128.1938047,0.4181542992591858,0.6852874755859375,734.6123046875,1.4069700241088867,4.354765892028809,0.9286811947822572,5.30247688293457,-0.1456615030765533
44,1.6282851e-07,119518.48,11.907331,14.951587706548926,0.0,9.063248,1176984634.0131836,1176984636.0131836,0.3203833,248821,11.891489,1176984634.0107422,1176984636.0107422,0.3203833,148614,36.003372,33.69675,69.70012,30.31880039451001,0.9359332,0.1221779,0.1221779,26.7,138006,46.39094161987305,32.34101104736328,1176984636.0263176,0.7859361171722412,0.565836489200592,927.5823974609376,2.0773420333862305,2.086678028106689,0.8351061940193176,5.546475887298584,0.6629018783569336
49,0.9999989,0.0014141342,7.9810715,8.057813215313901,0.0,5.610515599999999,1176987835.1274414,1176987837.1274414,0.1517535,1579766,5.783638,1176987835.1289062,1176987837.1289062,0.1517535,937216,68.91325,47.169403,116.08266,49.45661791112456,0.68447506,0.6405162,0.6405162,27.0,145906,61.80916976928711,36.63302993774414,1176987837.1346226,0.1677345037460327,0.5306180119514465,2543.114013671875,2.52834701538086,1.8191850185394287,4.6169610023498535,6.264587879180907,1.3387069702148438
50,1.6282851e-07,119518.48,20.964636,30.833726281507072,0.0,19.25398,1176988136.3789062,1176988138.3789062,0.3293980999999999,142022,24.08325,1176988136.378418,1176988138.378418,0.3293980999999999,85363,71.22676,14.038452,85.26521,25.931227545927097,0.19709519,-0.19111554,-0.19111554,25.4,192840,79.23478698730469,16.176729202270508,1176988138.3976154,0.2791146039962769,0.967055082321167,354.860107421875,1.060528039932251,0.9917107820510864,5.713255882263184,5.279274940490723,0.5298315286636353
58,0.020966448,0.91843325,8.8169365,10.580564653878351,0.0,6.721025999999999,1176991026.669922,1176991028.669922,0.25007278,3207286,8.171667999999999,1176991026.668457,1176991028.668457,0.25007278,1900053,57.340366,32.733395,90.07376,37.42408978851702,0.5708613,0.56660503,0.56660503,27.0,130744,62.70145034790039,23.31290054321289,1176991028.6739194,0.0327880792319774,0.6730979084968567,1428.114013671875,0.6314905285835266,1.1379380226135254,5.8050599098205575,5.13939380645752,-0.0909934490919113
63,1.6282851e-07,119518.48,10.969347,14.583838458833943,0.0,9.26619,1176993620.5356443,1176993622.5356443,0.253822,3167366,11.261708,1176993620.5395508,1176993622.5395508,0.253822,1876887,58.77571,19.781033,78.55675,28.85568678828936,0.33655113,-0.5624772,-0.5624772,25.8,139969,38.91474151611328,59.8707389831543,1176993622.5157328,0.9644796252250672,0.1106356978416442,1179.6739501953125,2.462757110595703,2.982752084732056,6.042084217071532,3.553728103637696,-0.6815142035484314
65,1.6282851e-07,119518.48,17.507341,23.79047378397457,0.0,18.220491,1176994136.321777,1176994138.321777,0.36600092,79329,15.29707,1176994136.3271484,1176994138.3271484,0.36600092,46986,43.633156,18.561682,62.19484,24.339379411516727,0.42540315,-0.5924149000000001,-0.5924149000000001,25.9,129963,21.410079956054688,48.47829055786133,1176994138.3299477,0.805994987487793,0.0061230980791151,249.7884063720703,2.0053451061248784,1.107087016105652,3.900248050689697,2.6679298877716064,1.3057290315628052
67,1.9376408e-05,1004.35693,9.629171,11.450701591196104,0.0,8.654114,1176994732.0927734,1176994734.0927734,0.26954812,1926033,7.498325,1176994732.0961914,1176994734.0961914,0.26954812,1140790,53.70777,27.422823,81.13059,33.04095892139436,0.5105932,0.3856843,0.3856843,26.6,131248,37.007511138916016,45.59698104858398,1176994734.0895734,0.0272583290934562,0.4697678089141846,236.4597930908203,0.4664047956466675,4.499589920043945,3.848483085632324,2.2794559001922607,0.83331298828125
77,3.25657e-07,59759.24,10.654939,12.791007912902645,0.0,8.463577,1176999122.4663086,1176999124.4663086,0.25892255,1576925,9.590503,1176999122.4628904,1176999124.4628904,0.25892255,935492,68.855125,12.859548,81.714676,24.31292269922471,0.18676239,-0.58145344,-0.58145344,25.0,178362,48.03842926025391,42.13928985595703,1176999124.4814932,0.7100663185119629,0.2200876027345657,1776.0799560546875,0.158594399690628,4.122618198394775,0.8658580780029297,6.219261169433594,0.2249426990747452
78,0.28869864,0.0571275429999999,8.482808,9.014126177289894,0.0,5.5831084,1176999438.2749026,1176999440.2749026,0.34741467,669510,7.0769606,1176999438.272461,1176999440.272461,0.34741467,396405,50.315323,29.99424,80.30956,33.596143049520684,0.59612536,0.8122585999999999,0.8122585999999999,27.8,132368,20.97775077819824,59.90726089477539,1176999440.2862272,0.0392402000725269,0.7789008021354675,1642.883056640625,1.239989995956421,2.3772339820861816,4.214375019073486,6.252827167510986,0.5132356882095337
79,0.036401864,0.52482533,8.75175,9.23287205275142,0.0,5.6505985,1177000033.8984375,1177000035.8984375,0.25751165,660387,7.301825999999999,1177000033.8955078,1177000035.8955078,0.25751165,391064,63.226902,25.255524,88.48241999999999,34.086590604163625,0.3994427,0.09305124,0.09305124,26.4,131914,52.46612167358398,38.42401885986328,1177000035.9118068,0.2631936967372894,0.2832143902778625,1914.85595703125,0.8551254868507385,1.456532001495361,3.9117939472198486,0.3460200130939484,0.713469386100769
83,1.6282851e-07,119518.48,13.878463,18.704546007726037,0.0,13.425902,1177002327.918457,1177002329.918457,0.36600092,79201,13.023256,1177002327.9179688,1177002329.9179688,0.36600092,46943,43.633156,18.561682,62.19484,24.339379411516727,0.42540315,-0.5924149000000001,-0.5924149000000001,25.9,129963,35.53266143798828,32.116798400878906,1177002329.8993466,0.2070734053850174,0.2211870998144149,505.1831970214844,1.9809650182724,4.050529003143311,0.9560850262641908,2.7456300258636475,-0.1653617024421692
84,1.6282851e-07,119518.48,11.655198,14.555313271910467,0.0,9.164203,1177002723.4580078,1177002725.4580078,0.37494862,2569112,11.308162,1177002723.4658206,1177002725.4658206,0.37494862,1522044,33.573353000000004,24.626734,58.20009,24.97216477061973,0.7335202,-0.19026694,-0.19026694,26.3,138772,24.160160064697266,39.61877059936523,1177002725.454667,0.6037808060646057,0.6365690231323242,658.4824829101562,0.2566263079643249,3.780560970306397,1.968510985374451,3.7220249176025386,0.6445000171661377
90,1.0,0.0005565157599999,7.830427999999999,7.989113546461209,0.0,5.673195,1177005922.8046875,1177005924.8046875,0.44918674,775289,5.625015,1177005922.800293,1177005924.800293,0.44918674,458775,48.223167,10.665815,58.888985,18.738855642261814,0.22117616,-0.9191747,-0.9191747,24.9,330420,46.96717834472656,15.667590141296388,1177005924.796359,0.6780042052268982,0.5067716240882874,329.4523010253906,2.0056519508361816,6.236662864685059,2.4424259662628174,0.2168485969305038,-1.1980680227279663
