Unnamed: 0,fap,ifar,stat,snr,timeslide_value,H1_snr,H1_start_time,H1_trigger_time,H1_template_duration,H1_trigger_id,L1_snr,L1_start_time,L1_trigger_time,L1_template_duration,L1_trigger_id,mass_1,mass_2,mass_total,mass_chirp,mass_ratio,spin1z,spin2z,f_lower,template_id,injection_mass_1,injection_mass_2,injection_geocent_time,injection_chi_1,injection_chi_2,injection_luminosity_distance,injection_theta_jn,injection_psi,injection_phase,injection_ra,injection_dec
92,1.6282851e-07,119518.48,20.14852,36.65694715331665,0.0,27.053905,1177007637.5146484,1177007639.5146484,0.22325423,3153206,24.734955,1177007637.5185547,1177007639.5185547,0.22325423,1867801,58.981403,13.675294,72.6567,23.536177576421306,0.23185772,-0.9711684000000002,-0.9711684000000002,25.1,392261,37.16215133666992,55.45441055297852,1177007639.5325189,0.5819060206413269,0.2734368145465851,497.2467041015625,0.6303449273109436,5.903816223144531,3.5671889781951904,6.08681583404541,0.6817901134490967
97,3.25657e-07,59759.24,10.4505415,12.86041703339709,0.0,9.894093,1177009432.084473,1177009434.084473,0.3441163,2229313,8.215671,1177009432.0791016,1177009434.0791016,0.3441163,1320766,61.992485,20.731733,82.72421999999999,30.3290118890776,0.33442333,0.32090312,0.32090312,26.5,149395,63.3024787902832,16.12173080444336,1177009434.0651357,0.3305470943450928,0.8851882815361023,784.1583862304688,0.2016299962997436,0.3235444128513336,3.7664470672607417,2.691190958023072,-0.2666890025138855
101,1.6282851e-07,119518.48,14.006621,18.28569208492829,0.0,11.929197,1177012228.4833984,1177012230.4833984,0.36891234,1675650,13.8586,1177012228.4746096,1177012230.4746096,0.36891234,992839,50.279990000000005,25.33735,75.61734,30.71634643272768,0.50392514,0.3846595999999999,0.3846595999999999,27.0,130134,50.06595993041992,28.60412979125977,1177012230.4744527,0.7408105731010437,0.3346365094184875,296.176513671875,1.9050580263137813,4.923953056335449,1.4399269819259644,1.4217629432678225,-0.81904137134552
102,0.8864761,0.008944543,8.241299,9.314045899392516,0.0,5.5240860000000005,1177012323.1054688,1177012325.1054688,0.29816392,2570800,7.499061599999999,1177012323.1054688,1177012325.1054688,0.29816392,1523382,74.356346,6.2953453,80.65169,16.629525684227467,0.08466453,-0.97804624,-0.97804624,23.7,178301,74.17093658447266,25.679840087890625,1177012325.0847886,0.2951888144016266,0.9562140703201294,1398.9090576171875,2.293642997741699,1.2288570404052734,4.125532150268556,3.9250919818878174,-0.4911015927791596
103,0.31928843,0.050598484,8.469486999999999,8.851200950038095,0.0,5.9366193,1177012417.109375,1177012419.109375,0.25751165,660022,6.5650826,1177012417.1142578,1177012419.1142578,0.25751165,391195,63.226902,25.255524,88.48241999999999,34.086590604163625,0.3994427,0.09305124,0.09305124,26.4,131914,54.82175064086914,14.914409637451172,1177012419.1067517,0.4565517008304596,0.4377068877220154,675.4028930664062,0.6685426831245422,4.0331339836120605,6.092924118041992,5.925107955932617,-0.4089811146259308
104,0.9948032,0.0037000146999999,8.120811,9.528614673227237,0.0,6.244500599999999,1177012638.9350586,1177012640.9350586,0.2509656,26288,7.197271000000001,1177012638.9267578,1177012640.9267578,0.2509656,15756,80.27609,10.389536,90.66563,22.973168005670644,0.12942255,-0.5245628999999999,-0.5245628999999999,24.5,362456,83.93403625488281,12.326539993286133,1177012640.9286609,0.3468419015407562,0.968523383140564,93.15164947509766,1.4723210334777832,5.078866958618164,2.85853910446167,1.3902549743652344,-0.7932617068290709
110,0.0056774469999999,3.4180365,8.968699,10.291689233665386,0.0,5.973730000000001,1177016531.9516602,1177016533.9516602,0.16193812,1167828,8.380538,1177016531.9555664,1177016533.9555664,0.16193812,692443,63.229652,21.310553,84.54021,31.066808768593145,0.33703417,-0.90298134,-0.90298134,25.7,149382,69.31120300292969,30.005840301513672,1177016533.933257,0.2761006951332092,0.3005813062191009,1566.3270263671875,0.945209503173828,2.9534659385681152,3.809498071670532,4.549260139465332,-0.1324906051158905
114,1.3026273e-06,14939.81,9.920083,10.976688096301588,0.0,7.347255,1177017533.4125974,1177017535.4125974,0.45093897,1898586,8.155092,1177017533.4101562,1177017535.4101562,0.45093897,1124139,34.91372,19.597359,54.511078000000005,22.58495553374824,0.56130826,-0.29744318,-0.29744318,26.1,131237,19.78166961669922,39.71075820922852,1177017535.3940525,0.439803808927536,0.1677013039588928,608.9962768554688,1.182677984237671,3.74141001701355,2.676048040390014,3.7105579376220703,-0.101008802652359
115,1.6282851e-07,119518.48,34.19347,52.94816221967907,0.0,43.167965,1177017824.4726562,1177017826.4726562,0.40576872,1246482,30.659985,1177017824.4648438,1177017826.4648438,0.40576872,739257,52.098953,24.056313,76.155266,30.373500436954945,0.46174273,0.81084275,0.81084275,27.6,131201,53.78004837036133,20.22835922241211,1177017826.4494033,0.7623528242111206,0.0378377996385097,315.4677124023437,3.0437440872192383,4.247436046600342,2.514272928237915,2.979243993759156,-0.9627646803855896
120,0.0139193125,1.3883774,8.865003999999999,9.840656443824283,0.0,6.0540133,1177027622.294922,1177027624.294922,0.44918674,775084,7.758056599999999,1177027622.2890625,1177027624.2890625,0.44918674,458913,48.223167,10.665815,58.888985,18.738855642261814,0.22117616,-0.9191747,-0.9191747,24.9,330420,50.28865814208984,8.700420379638674,1177027624.2842083,0.9351760149002076,0.8972839713096619,249.19430541992188,1.0054550170898438,3.7421250343322754,3.4052391052246094,3.877171039581299,-0.0093229571357369
124,1.6282851e-07,119518.48,34.883522,81.07000040654073,0.0,51.451267,1177029417.0600586,1177029419.0600586,0.26954812,1925945,62.650715000000005,1177029417.0615234,1177029419.0615234,0.26954812,1140421,53.70777,27.422823,81.13059,33.04095892139436,0.5105932,0.3856843,0.3856843,26.6,131248,54.58245849609375,24.799480438232425,1177029419.0336704,0.3239245116710663,0.9234660863876344,136.039306640625,1.9779260158538816,3.0156490802764893,1.7309310436248782,5.531130790710449,-0.8091562986373901
130,0.052368212,0.36180115,8.707871,9.718976286239462,0.0,5.603041999999999,1177031923.8564453,1177031925.8564453,0.28921163,821395,7.941311,1177031923.853027,1177031925.853027,0.28921163,486275,50.30069,39.213894,89.51459,38.60375817487925,0.7795896,0.92896235,0.92896235,28.1,149396,42.88225936889648,20.731019973754886,1177031925.8481083,0.156088501214981,0.4333618879318237,578.7796020507812,1.082056999206543,3.4338090419769287,0.1408824026584625,4.016507148742677,0.6002944707870483
131,1.6282851e-07,119518.48,17.154420000000002,26.37916322732535,0.0,18.659575,1177032328.2504883,1177032330.2504883,0.25751165,660310,18.646193,1177032328.2470706,1177032330.2470706,0.25751165,390980,63.226902,25.255524,88.48241999999999,34.086590604163625,0.3994427,0.09305124,0.09305124,26.4,131914,74.70095825195312,19.175750732421875,1177032330.2293928,0.3944922089576721,0.9739661812782288,581.3922729492188,2.8191440105438232,4.8186988830566415,5.053878784179688,4.726593017578125,-0.2433632016181945
133,1.6282851e-07,119518.48,12.112921,15.738545645750945,0.0,9.479619,1177033624.428711,1177033626.428711,0.22949678,2983296,12.563385,1177033624.430664,1177033626.430664,0.22949678,1765859,45.94253,28.824533,74.76706999999999,31.50969932559748,0.6274041,-0.12879694,-0.12879694,26.4,130506,54.56962966918945,36.938720703125,1177033626.4175286,0.6512253880500793,0.92290061712265,467.1177978515625,0.7391507029533386,5.431467056274414,1.1750459671020508,5.101791858673097,0.4873597025871277
141,1.6282851e-07,119518.48,21.236923,32.4375270525061,0.0,25.741364,1177038017.038086,1177038019.038086,0.26200452,1150609,19.737663,1177038017.0322266,1177038019.0322266,0.26200452,682520,46.108643,27.862976,73.97162,31.00793742561757,0.60428965,-0.7718079999999999,-0.7718079999999999,26.4,130481,45.45463180541992,26.173789978027344,1177038019.016249,0.3625678122043609,0.0073977941647171,405.4461059570313,0.5379024147987366,5.979388236999513,0.130463495850563,4.9210381507873535,-0.5847712159156799
144,1.6282851e-07,119518.48,22.688244,33.72730209143632,0.0,23.638117,1177038834.8393557,1177038836.8393557,0.4498837,1774525,24.057646,1177038834.84375,1177038836.84375,0.4498837,1050982,70.52016400000001,12.319891,82.84006,23.971986945981214,0.17470026,0.11828662,0.11828662,25.6,302037,63.64442825317383,12.58882999420166,1177038836.8563066,0.130815103650093,0.7617068886756897,209.05259704589844,2.142047882080078,0.0524078607559204,1.7004040479660034,2.0586209297180176,0.7072520256042479
145,1.6282851e-07,119518.48,30.858568,73.11807812333113,0.0,41.81814,1177039531.378418,1177039533.378418,0.1861236,1533614,59.979134,1177039531.3725586,1177039533.3725586,0.1861236,909976,44.637640000000005,36.80978,81.44742,35.255202354838616,0.8246353999999999,-0.21979813,-0.21979813,26.7,137630,57.10607147216797,26.98722076416016,1177039533.3844686,0.1218502968549728,0.9914587140083312,186.81430053710935,2.4630401134490967,4.168568134307861,4.720981121063232,3.0181090831756587,-0.0567184202373027
146,1.139799e-06,17074.068,10.040414,11.577110391581115,0.0,8.371023,1177039922.7036133,1177039924.7036133,0.35241923,2203964,7.997215700000001,1177039922.7075195,1177039924.7075195,0.35241923,1305604,58.741325,23.293974,82.0353,31.543671576685963,0.39655173,0.5341706,0.5341706,26.9,147553,65.99334716796875,26.06974983215332,1177039924.7125423,0.7559655904769897,0.6051979064941406,701.6890258789062,1.0510449409484863,0.1292556971311569,1.1376019716262815,5.611358165740967,1.3784250020980835
147,1.6282851e-07,119518.48,15.685384,22.881095086992516,0.0,18.117277,1177040520.1850586,1177040522.1850586,0.36600092,79486,13.975292,1177040520.1811526,1177040522.1811526,0.36600092,47092,43.633156,18.561682,62.19484,24.339379411516727,0.42540315,-0.5924149000000001,-0.5924149000000001,25.9,129963,40.280799865722656,34.50732040405273,1177040522.161384,0.6156439185142517,0.7432107925415039,254.988998413086,1.3767369985580444,6.1622090339660645,0.1210070997476577,5.4137067794799805,-0.7155035138130188
150,1.6282851e-07,119518.48,11.57001,15.502835353538815,0.0,10.195938,1177041640.2211914,1177041642.2211914,0.22949678,2983732,11.678217,1177041640.2128904,1177041642.2128904,0.22949678,1765715,45.94253,28.824533,74.76706999999999,31.50969932559748,0.6274041,-0.12879694,-0.12879694,26.4,130506,37.71892166137695,45.89949035644531,1177041642.2033362,0.6354753971099854,0.9759501218795776,514.31982421875,1.992622971534729,0.9475570917129515,0.1532656997442245,4.182671070098877,-1.0055710077285769
151,0.07209906,0.2600687,8.668339,9.172853577464974,0.0,5.890778500000001,1177042222.2382812,1177042224.2382812,0.25990343,514962,7.0313563,1177042222.2338867,1177042224.2338867,0.25990343,306431,60.487797,20.88619,81.373985,30.11751117566908,0.34529594,-0.22023608,-0.22023608,26.0,136523,64.56439971923828,23.74094009399414,1177042224.214558,0.063670128583908,0.2478037029504776,1634.47802734375,0.7058660984039307,0.540155291557312,1.4194389581680298,5.814279079437256,-1.0964030027389526
156,1.6282851e-07,119518.48,40.27597,96.1767126024533,0.0,65.3439,1177045927.2387695,1177045929.2387695,0.34228674,756979,70.57007,1177045927.2416992,1177045929.2416992,0.34228674,448101,49.9906,28.775326,78.76593000000001,32.770078753828784,0.57561475,0.97955287,0.97955287,27.6,134431,44.45117950439453,28.793590545654297,1177045929.2242274,0.4767523109912872,0.8322613835334778,107.8655014038086,1.0099070072174072,2.371027946472168,2.874722003936768,1.7012560367584229,-0.7498040795326233
160,0.00016297807,119.39908,9.375366,11.174872149656656,0.0,7.378033999999999,1177048016.4228516,1177048018.4228516,0.3829252999999999,1500543,8.392996,1177048016.4135742,1177048018.4135742,0.3829252999999999,890409,34.072823,28.942268,63.01509,27.319672781774685,0.8494239,0.6695493,0.6695493,26.7,148586,42.42662048339844,30.516469955444336,1177048018.4166276,0.9309878945350648,0.5617945790290833,1330.85205078125,0.2450160980224609,0.2274239957332611,1.5538430213928225,4.076855182647705,-0.6302096247673035
162,1.6282851e-07,119518.48,11.667706,18.376197085459875,0.0,15.018020000000002,1177048616.6367188,1177048618.6367188,0.21065892,1339503,10.589792,1177048616.630371,1177048618.630371,0.21065892,794507,68.23524,10.714262,78.9495,21.82291216742607,0.15701948,-0.9839851,-0.9839851,24.6,205160,46.688758850097656,50.7145881652832,1177048618.6189747,0.7903972864151001,0.7240489721298218,511.5780029296875,1.038228988647461,5.587410926818848,1.5783950090408323,5.4126009941101065,-0.9179868102073668
163,1.6282851e-07,119518.48,38.32131,62.72132595298308,0.0,42.759205,1177051825.010254,1177051827.010254,0.34468815,980402,45.886982,1177051825.0029294,1177051827.0029294,0.34468815,579902,45.974983,26.99901,72.97399,30.457063571647872,0.5872544,0.35813573,0.35813573,26.8,134655,29.84152030944824,44.99114990234375,1177051827.001227,0.0796603709459304,0.4642778933048248,87.2999496459961,1.9884560108184808,5.0830349922180185,5.066433906555176,4.003283977508545,-0.8650001883506775
167,1.6282851e-07,119518.48,18.699663,34.722644472213304,0.0,28.553965,1177054123.7646484,1177054125.7646484,0.21065892,1339584,19.75685,1177054123.7612305,1177054125.7612305,0.21065892,794636,68.23524,10.714262,78.9495,21.82291216742607,0.15701948,-0.9839851,-0.9839851,24.6,205160,26.05668067932129,64.43499755859375,1177054125.7528286,0.8618658781051636,0.8401011228561401,148.7342987060547,2.1006081104278564,3.7785990238189697,5.4928860664367685,2.9698269367218018,-1.3430739641189575
171,1.6282851e-07,119518.48,16.978223999999997,25.782737174935733,0.0,19.857922,1177055418.869629,1177055420.869629,0.25892255,1576982,16.444223,1177055418.8754883,1177055420.8754883,0.25892255,935452,68.855125,12.859548,81.714676,24.31292269922471,0.18676239,-0.58145344,-0.58145344,25.0,178362,26.30644989013672,54.80722045898438,1177055420.887498,0.5111957788467407,0.7072955965995789,300.7546081542969,1.99789297580719,6.280792236328125,0.6256464719772339,3.028580904006958,1.113805055618286
173,1.6282851e-07,119518.48,28.678032,54.94350269038552,0.0,39.1015,1177055822.0273438,1177055824.0273438,0.36600092,79574,38.59872,1177055822.027832,1177055824.027832,0.36600092,47109,43.633156,18.561682,62.19484,24.339379411516727,0.42540315,-0.5924149000000001,-0.5924149000000001,25.9,129963,26.781169891357425,41.7724609375,1177055824.0450606,0.5285434722900391,0.6880599856376648,317.5658874511719,2.6787750720977783,0.0933993011713028,1.217790961265564,3.823880910873413,0.6005905270576477
177,1.6282851e-07,119518.48,18.362486,28.55548597214751,0.0,21.582832,1177057216.2128904,1177057218.2128904,0.22325423,3153237,18.697517,1177057216.2138672,1177057218.2138672,0.22325423,1867894,58.981403,13.675294,72.6567,23.536177576421306,0.23185772,-0.9711684000000002,-0.9711684000000002,25.1,392261,38.75207138061523,58.17493057250977,1177057218.2233758,0.1207967028021812,0.6682707071304321,581.0731811523438,0.3396950960159302,0.8227555155754089,3.5394740104675293,5.6006999015808105,1.2111120223999023
178,1.6282851e-07,119518.48,12.880947,16.242027635887,0.0,10.895814,1177057537.2646484,1177057539.2646484,0.3214676,3258506,12.045111,1177057537.2666016,1177057539.2666016,0.3214676,1930296,47.984634,16.443876,64.42851,23.79294582889688,0.34269047,-0.9791132,-0.9791132,25.5,149740,54.86574172973633,27.641679763793945,1177057539.2432506,0.3849829137325287,0.7391589879989624,1299.051025390625,2.653822898864746,0.8087981939315796,1.6781270503997805,1.2070879936218262,-0.5668690800666809
182,1.823663e-05,1067.1293,9.645904,11.94202326218137,0.0,9.873295,1177058834.854004,1177058836.854004,0.34020433,3192132,6.717884,1177058834.861328,1177058836.861328,0.34020433,1890950,32.56361,23.35417,55.917778000000006,23.941326201527,0.71718615,-0.88616705,-0.88616705,26.1,130256,45.05266952514648,27.35187911987305,1177058836.8579712,0.2469093054533005,0.889870822429657,625.0242919921875,2.2435009479522705,0.823887825012207,6.139686107635497,1.5228619575500488,1.0292359590530396
183,0.07088078,0.26471013,8.670463999999999,9.299185367562108,0.0,5.6876235,1177058936.918457,1177058938.918457,0.19901472,2880672,7.357023,1177058936.915039,1177058938.915039,0.19901472,1705591,46.96103,23.322107,70.28313399999999,28.46643030277475,0.49662682,-0.9210924,-0.9210924,26.0,135346,30.22813034057617,61.12334823608398,1177058938.8938794,0.5470936894416809,0.3572485148906708,1226.2449951171875,1.8159639835357664,5.445308208465576,0.4268569946289063,0.5683599710464478,-1.0953140258789062
186,1.6282851e-07,119518.48,27.10593,43.49280097002873,0.0,27.440296000000004,1177060833.838379,1177060835.838379,0.30790108,283514,33.743946,1177060833.8427734,1177060835.8427734,0.30790108,169185,59.670868000000006,27.201113,86.87198000000001,34.54884002191769,0.45585248,0.8435154,0.8435154,27.2,130582,55.1827507019043,25.76176071166992,1177060835.814745,0.4940240979194641,0.4161983132362366,533.4246826171875,0.3758308887481689,2.4327189922332764,0.946935772895813,1.6779619455337524,-0.4887113869190216
194,1.6282851e-07,119518.48,12.373752,17.04408664372594,0.0,13.681974,1177075724.8276367,1177075726.8276367,0.30790108,283545,10.163881,1177075724.821777,1177075726.821777,0.30790108,169278,59.670868000000006,27.201113,86.87198000000001,34.54884002191769,0.45585248,0.8435154,0.8435154,27.2,130582,55.37667083740234,38.97409057617188,1177075726.8046446,0.7347745895385742,0.9752814173698424,514.3444213867189,1.223876953125,1.665539026260376,0.8417717814445496,1.3744570016860962,-0.3615534007549286
195,1.6282851e-07,119518.48,11.788497,15.79895387266869,0.0,9.341212,1177076037.4101562,1177076039.4101562,0.22325423,3153005,12.741613,1177076037.4174805,1177076039.4174805,0.22325423,1867883,58.981403,13.675294,72.6567,23.536177576421306,0.23185772,-0.9711684000000002,-0.9711684000000002,25.1,392261,24.59221076965332,55.17707824707031,1177076039.399358,0.5366867780685425,0.9152331948280334,493.464599609375,2.194878101348877,1.2984000444412231,4.14424991607666,3.044008016586304,-0.2856347858905792
198,1.8073804e-05,1076.743,9.645689,12.266797271246352,0.0,7.598603999999999,1177077339.6591794,1177077341.6591794,0.19901472,2880663,9.629929,1177077339.661621,1177077341.661621,0.19901472,1705359,46.96103,23.322107,70.28313399999999,28.46643030277475,0.49662682,-0.9210924,-0.9210924,26.0,135346,60.31901931762695,30.36845016479492,1177077341.6443267,0.5174707770347595,0.1258625984191894,512.9506225585939,2.0769500732421875,5.493690967559815,4.5089759826660165,2.1531329154968257,0.2533721029758453
201,0.99999994,0.0011921796,7.955233,8.070768630413093,0.0,5.572122599999999,1177077840.7978516,1177077842.7978516,0.253822,3167594,5.838557700000001,1177077840.798828,1177077842.798828,0.253822,1876669,58.77571,19.781033,78.55675,28.85568678828936,0.33655113,-0.5624772,-0.5624772,25.8,139969,48.80324172973633,21.604909896850582,1177077842.8049006,0.9223536252975464,0.656394898891449,569.2454833984375,2.2160298824310303,4.0903167724609375,3.0471630096435547,1.167233943939209,1.0388610363006592
204,1.6282851e-07,119518.48,19.157547,26.71860058506396,0.0,16.605444,1177079237.4838867,1177079239.4838867,0.43135276,744525,20.931862,1177079237.4892578,1177079239.4892578,0.43135276,440823,51.20241,18.505472,69.707886,26.13954194389685,0.36141798,0.33904397,0.33904397,26.4,134686,14.054570198059082,63.0718994140625,1177079239.4692993,0.619455873966217,0.3356182873249054,249.77780151367188,0.9852346181869508,2.3055739402771,5.168708801269531,2.5928618907928467,0.2960523962974548
205,1.6282851e-07,119518.48,13.19007,17.01902542754975,0.0,13.536687,1177080122.5932617,1177080124.5932617,0.33228958,1880512,10.315296,1177080122.5981443,1177080124.5981443,0.33228958,1113678,44.495125,31.064589,75.559715,32.261812342905785,0.69815713,0.94574976,0.94574976,27.2,130649,43.41989135742188,27.77666091918945,1177080124.5968056,0.3651207983493805,0.1473294049501419,564.6763916015625,0.6690012812614441,5.4332451820373535,1.982463955879212,2.4638080596923837,1.3050819635391235
209,1.139799e-06,17074.068,10.048481,11.701333621660098,0.0,7.953188000000001,1177082540.9228516,1177082542.9228516,0.26041138,727546,8.583007,1177082540.9228516,1177082542.9228516,0.26041138,430325,50.53126,17.000395,67.531654,24.803330962571582,0.3364332,-0.94498813,-0.94498813,25.5,130294,33.791820526123054,57.17768096923828,1177082542.926275,0.2948983907699585,0.4384816884994507,468.2247009277344,1.7555420398712158,1.1363290548324585,5.780037879943848,5.253787040710449,-0.3597097992897033
215,0.0262556729999999,0.7314383000000001,8.7904005,9.420763437851242,0.0,5.656062599999999,1177084931.5541992,1177084933.5541992,0.25892255,1577130,7.533906,1177084931.550293,1177084933.550293,0.25892255,935384,68.855125,12.859548,81.714676,24.31292269922471,0.18676239,-0.58145344,-0.58145344,25.0,178362,25.522159576416016,61.8165397644043,1177084933.5704513,0.5866987109184265,0.0785393565893173,1074.196044921875,2.0644969940185547,1.1159499883651731,4.418616771697998,0.3238270878791809,0.455500990152359
218,3.25657e-07,59759.24,10.292111,12.25045614926277,0.0,7.972863,1177085626.0253904,1177085628.0253904,0.33466306,1367053,9.300921,1177085626.0229492,1177085628.0229492,0.33466306,811458,42.959534000000005,27.624388,70.58391999999999,29.84490324971872,0.6430328000000001,0.7232701,0.7232701,26.8,130846,25.20159912109375,49.88190078735352,1177085627.9980512,0.7688413262367249,0.551418125629425,1897.8389892578125,0.4565393030643463,3.873795986175537,6.261108875274657,2.6982760429382324,-0.7763140201568604
219,1.6282851e-07,119518.48,28.469524,67.2142642699718,0.0,36.873978,1177085825.347168,1177085827.347168,0.1861236,1533631,56.196682,1177085825.3427734,1177085827.3427734,0.1861236,910215,44.637640000000005,36.80978,81.44742,35.255202354838616,0.8246353999999999,-0.21979813,-0.21979813,26.7,137630,30.09557914733887,55.39120864868164,1177085827.3489282,0.406886488199234,0.6491832733154297,90.2974090576172,2.0371410846710205,4.750637054443359,0.5147383809089661,6.0478129386901855,-0.3760325014591217
227,0.0013440595,14.469549,9.133799,9.981224758546036,0.0,6.2618694,1177092029.6953125,1177092031.6953125,0.22325423,3153333,7.772634,1177092029.6938474,1177092031.6938474,0.22325423,1867923,58.981403,13.675294,72.6567,23.536177576421306,0.23185772,-0.9711684000000002,-0.9711684000000002,25.1,392261,64.46733093261719,26.037029266357425,1177092031.6747315,0.7577347159385681,0.7662695050239563,2094.157958984375,0.0867985486984252,3.821778059005737,1.1131360530853271,3.0404651165008545,-0.4432803094387054
230,1.6282851e-07,119518.48,22.304075,31.979910823993382,0.0,22.730413,1177093619.2207034,1177093621.2207034,0.3530038,807127,22.4954,1177093619.211914,1177093621.211914,0.3530038,477569,52.58728000000001,18.497164,71.08444,26.450665117051507,0.35174218,0.00562266,0.00562266,26.1,132733,47.185340881347656,21.205020904541016,1177093621.2062118,0.5036035776138306,0.6520882248878479,178.06919860839844,1.116652011871338,4.263030052185059,5.3497819900512695,1.4640380144119265,-0.9835482239723206
231,1.6282851e-07,119518.48,11.0069895,13.638142164990692,0.0,7.568216,1177094028.6523438,1177094030.6523438,0.35241923,2203573,11.345529,1177094028.6450195,1177094030.6450195,0.35241923,1305473,58.741325,23.293974,82.0353,31.543671576685963,0.39655173,0.5341706,0.5341706,26.9,147553,22.475059509277344,54.37020111083984,1177094030.6563995,0.3436748087406158,0.5770977735519409,1155.6619873046875,2.9731578826904297,1.7373570203781128,0.9114903807640076,1.3784840106964111,0.2607882022857666
234,1.6282851e-07,119518.48,24.816883,54.325837680243794,0.0,50.35448,1177096423.5878904,1177096425.5878904,0.4420025999999999,1558903,20.389286,1177096423.5961914,1177096425.5961914,0.4420025999999999,924875,33.140553000000004,25.378035,58.518585,25.20181803319747,0.76576984,0.67640316,0.67640316,26.6,149381,31.174489974975582,28.155309677124023,1177096425.5955293,0.6019420027732849,0.8799312710762024,88.79779815673828,1.0624560117721558,3.540705919265747,5.789702892303468,5.5588459968566895,0.3697567880153656
237,1.9539231e-05,995.9873,9.635049,10.995706763142206,0.0,5.5633745,1177097921.3432617,1177097923.3432617,0.38802,1840219,9.484431,1177097921.340332,1177097923.340332,0.38802,1089940,37.122192,28.933302,66.0555,28.486374553019782,0.77940714,0.9389407,0.9389407,27.0,150386,31.94220924377441,38.69445037841797,1177097923.3568747,0.7344129085540771,0.2652252912521362,1456.6219482421875,2.1630380153656006,1.4374070167541504,3.6854848861694336,1.0284860134124756,0.5938373208045961
240,0.9840423,0.0047032125,8.153475,8.734356106198824,0.0,6.400529,1177098917.743164,1177098919.743164,0.31572887,2452763,5.9432487,1177098917.744629,1177098919.744629,0.31572887,1453976,73.00950999999999,25.293653,98.30316,36.418419152011815,0.3464433,0.7521541,0.7521541,27.2,148245,18.3743896484375,70.41043090820312,1177098919.754608,0.6294969916343689,0.470594197511673,2701.135986328125,2.866895914077759,0.9581199884414672,2.7653729915618896,0.6216223835945129,0.8994718790054321
244,1.6282851e-07,119518.48,28.963253,46.22732109383832,0.0,29.048677,1177102633.0888672,1177102635.0888672,0.33228958,1880389,35.96025,1177102633.0893557,1177102635.0893557,0.33228958,1114024,44.495125,31.064589,75.559715,32.261812342905785,0.69815713,0.94574976,0.94574976,27.2,130649,47.01140975952149,31.59592056274414,1177102635.0642822,0.8569024801254272,0.0249862000346183,403.05609130859375,2.2953848838806152,1.692134976387024,3.254188060760498,4.0670552253723145,-0.3689604103565216
247,0.66119605,0.01798061,8.3357525,8.565603172419666,0.0,6.406301,1177103625.730957,1177103627.730957,0.1665172999999999,2616435,5.6858478,1177103625.7358398,1177103627.7358398,0.1665172999999999,1549827,65.23825,26.469757,91.70801,35.47071199811764,0.40573984,-0.42396656,-0.42396656,26.1,134943,57.68846893310547,40.01927947998047,1177103627.7461836,0.4588066041469574,0.8659387826919556,1043.7919921875,1.19474196434021,1.2949520349502563,0.8905581831932068,0.5688557028770447,1.2966790199279783
255,1.6282851e-07,119518.48,22.84469,38.53018330263697,0.0,20.121191,1177129337.4448242,1177129339.4448242,0.22949678,2983733,32.858982,1177129337.4370117,1177129339.4370117,0.22949678,1765822,45.94253,28.824533,74.76706999999999,31.50969932559748,0.6274041,-0.12879694,-0.12879694,26.4,130506,37.13344955444336,47.05376052856445,1177129339.4485364,0.2443424016237259,0.0147289503365755,445.1581115722656,0.0265885796397924,4.158444881439209,3.926259994506837,3.698960065841675,-0.0138221597298979
260,1.6282851e-07,119518.48,17.837214000000003,25.182753704622733,0.0,15.928569,1177131239.9111328,1177131241.9111328,0.28112334,2806670,19.505173000000003,1177131239.9135742,1177131241.9135742,0.28112334,1662643,44.210617,32.163776,76.37439,32.745121909380565,0.7275125,0.7821429,0.7821429,26.9,149402,36.35837936401367,49.74914932250977,1177131241.8914742,0.3155174851417541,0.4665980041027069,596.517822265625,2.2108850479125977,0.2324569970369339,0.4439351856708527,1.0783239603042605,-0.7802826166152954
262,1.1560758e-05,1683.3589,10.528039,13.694852555631403,0.0,6.10593,1177131929.270996,1177131931.270996,0.43055433,1742087,12.258328,1177131929.2802734,1177131931.2802734,0.43055433,1032211,40.37173,13.553873,53.92560600000001,19.793630839630865,0.33572683,-0.9948215,-0.9948215,25.4,135031,30.88767051696777,26.62472915649414,1177131931.2724135,0.8930929899215698,0.6217085719108582,308.3055114746094,0.6383531093597412,1.0500370264053345,1.4294530153274536,1.2536239624023438,0.2896175980567932
263,1.6282851e-07,119518.48,24.854101,43.18246417670197,0.0,28.103943,1177132024.7426758,1177132026.7426758,0.253822,3167435,32.78557,1177132024.7392578,1177132026.7392578,0.253822,1876850,58.77571,19.781033,78.55675,28.85568678828936,0.33655113,-0.5624772,-0.5624772,25.8,139969,30.196840286254886,54.88484954833984,1177132026.7563848,0.6620569229125977,0.6197863221168518,370.3450927734375,0.7432519793510437,3.50409197807312,2.5858349800109863,3.803054094314575,0.6068999171257019
267,1.6282851e-07,119518.48,14.923401,23.09881355196844,0.0,17.187565,1177133619.0839846,1177133621.0839846,0.36971757,725319,15.431876,1177133619.0854492,1177133621.0854492,0.36971757,429107,80.93879,20.248835,101.18762,33.706104488214734,0.25017467,0.8305892,0.8305892,27.2,330760,76.76634216308594,19.99675941467285,1177133621.0905528,0.8746482133865356,0.4204365909099579,143.5124969482422,1.4581910371780396,0.1512379050254821,0.3647018074989319,2.7085680961608887,-0.1247666999697685
